Movie_Rank,Movie_Title,Movie_Description,Movie_Release_Year,Movie_Review_Rating,Movie_Rating_Count,Movie_Content_Rating,Movie_Genres,Movie_Runtime_Duration,Movie_Runtime_Duration_Minutes,Movie_Link,Movie_Title_Number,Movie_Image_URL
19,One Flew Over the Cuckoo&apos;s Nest,"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",N/A,8.7,1124932,R,Drama,PT2H13M,133,https://www.imdb.com/title/tt0073486/,tt0073486,https://m.media-amazon.com/images/M/MV5BYjBkMjgzMzYtNzRiMS00NDc3LWE4YTUtZjYxYjZhNjNhYzhhXkEyXkFqcGc@._V1_.jpg
20,Se7en,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",N/A,8.6,1929173,R,"Crime, Drama, Mystery",PT2H7M,127,https://www.imdb.com/title/tt0114369/,tt0114369,https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@._V1_.jpg
21,It&apos;s a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,N/A,8.6,531353,PG,"Drama, Family, Fantasy",PT2H10M,130,https://www.imdb.com/title/tt0038650/,tt0038650,https://m.media-amazon.com/images/M/MV5BMDM4OWFhYjEtNTE5Yy00NjcyLTg5N2UtZDQwNDZlYjlmNDU5XkEyXkFqcGc@._V1_.jpg
22,The Silence of the Lambs,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",N/A,8.6,1649821,R,"Crime, Drama, Horror",PT1H58M,118,https://www.imdb.com/title/tt0102926/,tt0102926,https://m.media-amazon.com/images/M/MV5BNDdhOGJhYzctYzYwZC00YmI2LWI0MjctYjg4ODdlMDExYjBlXkEyXkFqcGc@._V1_.jpg
23,Shichinin no samurai,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",N/A,8.6,388200,Not Rated,"Action, Drama",PT3H27M,207,https://www.imdb.com/title/tt0047478/,tt0047478,https://m.media-amazon.com/images/M/MV5BZjliMWExOTMtZDQ3ZS00NWU3LWIyN2EtMjllNzk3ZTNlYzg4XkEyXkFqcGc@._V1_.jpg
24,Saving Private Ryan,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",N/A,8.6,1582067,R,"Drama, War",PT2H49M,169,https://www.imdb.com/title/tt0120815/,tt0120815,https://m.media-amazon.com/images/M/MV5BZGZhZGQ1ZWUtZTZjYS00MDJhLWFkYjctN2ZlYjE5NWYwZDM2XkEyXkFqcGc@._V1_.jpg
25,The Green Mile,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,N/A,8.6,1498636,R,"Crime, Drama, Fantasy",PT3H9M,189,https://www.imdb.com/title/tt0120689/,tt0120689,https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_.jpg
26,Cidade de Deus,"In the slums of Rio, two kids&apos; paths diverge as one struggles to become a photographer and the other a kingpin.",N/A,8.6,843572,R,"Crime, Drama",PT2H10M,130,https://www.imdb.com/title/tt0317248/,tt0317248,https://m.media-amazon.com/images/M/MV5BYjY4NGI5OTUtY2ZlZS00Zjk4LTk5N2MtN2JmYWVjNGNmMGRlXkEyXkFqcGc@._V1_.jpg
27,La vita è bella,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",N/A,8.6,784397,PG-13,"Comedy, Drama, Romance",PT1H56M,116,https://www.imdb.com/title/tt0118799/,tt0118799,https://m.media-amazon.com/images/M/MV5BZTBhOGYzZjQtYzE0Mi00MGIwLWE0MWYtNzMxNTM2OTFkM2NjXkEyXkFqcGc@._V1_.jpg
28,Terminator 2: Judgment Day,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",N/A,8.6,1242016,R,"Action, Adventure, Sci-Fi",PT2H17M,137,https://www.imdb.com/title/tt0103064/,tt0103064,https://m.media-amazon.com/images/M/MV5BNGMyMGNkMDUtMjc2Ni00NWFlLTgyODEtZTY2MzBiZTg0OWZiXkEyXkFqcGc@._V1_.jpg
29,Star Wars,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire&apos;s world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",N/A,8.6,1522218,PG,"Action, Adventure, Fantasy",PT2H1M,121,https://www.imdb.com/title/tt0076759/,tt0076759,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_.jpg
30,Back to the Future,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",N/A,8.5,1390301,PG,"Adventure, Comedy, Sci-Fi",PT1H56M,116,https://www.imdb.com/title/tt0088763/,tt0088763,https://m.media-amazon.com/images/M/MV5BZmM3ZjE0NzctNjBiOC00MDZmLTgzMTUtNGVlOWFlOTNiZDJiXkEyXkFqcGc@._V1_.jpg
31,Sen to Chihiro no kamikakushi,"During her family&apos;s move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",N/A,8.6,920611,PG,"Animation, Adventure, Family",PT2H4M,124,https://www.imdb.com/title/tt0245429/,tt0245429,https://m.media-amazon.com/images/M/MV5BNTEyNmEwOWUtYzkyOC00ZTQ4LTllZmUtMjk0Y2YwOGUzYjRiXkEyXkFqcGc@._V1_.jpg
32,The Pianist,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",N/A,8.5,975831,R,"Biography, Drama, Music",PT2H30M,150,https://www.imdb.com/title/tt0253474/,tt0253474,https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_.jpg
33,Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,N/A,8.5,1776525,R,"Action, Adventure, Drama",PT2H35M,155,https://www.imdb.com/title/tt0172495/,tt0172495,https://m.media-amazon.com/images/M/MV5BYWQ4YmNjYjEtOWE1Zi00Y2U4LWI4NTAtMTU0MjkxNWQ1ZmJiXkEyXkFqcGc@._V1_.jpg
34,Gisaengchung,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,N/A,8.5,1080884,R,"Drama, Thriller",PT2H12M,132,https://www.imdb.com/title/tt6751668/,tt6751668,https://m.media-amazon.com/images/M/MV5BYjk1Y2U4MjQtY2ZiNS00OWQyLWI3MmYtZWUwNmRjYWRiNWNhXkEyXkFqcGc@._V1_.jpg
35,Psycho,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,N/A,8.5,758272,R,"Drama, Horror, Mystery",PT1H49M,109,https://www.imdb.com/title/tt0054215/,tt0054215,https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_.jpg
36,The Lion King,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",N/A,8.5,1212875,G,"Animation, Adventure, Drama",PT1H28M,88,https://www.imdb.com/title/tt0110357/,tt0110357,https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_.jpg
37,Hotaru no haka,A young boy and his little sister struggle to survive in Japan during World War II.,N/A,8.5,355598,Not Rated,"Animation, Drama, War",PT1H28M,88,https://www.imdb.com/title/tt0095327/,tt0095327,https://m.media-amazon.com/images/M/MV5BNTY5MmE2OGMtN2IxNC00MDY4LTkwMGEtZDUzOTYyNWE0ZTNjXkEyXkFqcGc@._V1_.jpg
38,The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,N/A,8.5,1499126,R,"Crime, Drama, Thriller",PT2H31M,151,https://www.imdb.com/title/tt0407887/,tt0407887,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_.jpg
39,Whiplash,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student&apos;s potential.,N/A,8.5,1087140,R,"Drama, Music",PT1H46M,106,https://www.imdb.com/title/tt2582802/,tt2582802,https://m.media-amazon.com/images/M/MV5BMDFjOWFkYzktYzhhMC00NmYyLTkwY2EtYjViMDhmNzg0OGFkXkEyXkFqcGc@._V1_.jpg
40,Seppuku,"When a ronin requesting seppuku at a feudal lord&apos;s palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan&apos;s integrity.",N/A,8.6,81520,Not Rated,"Drama, Mystery",PT2H13M,133,https://www.imdb.com/title/tt0056058/,tt0056058,https://m.media-amazon.com/images/M/MV5BZThiZjU5ZDQtZDI4Mi00ZGYyLTkzOTktYmIzZTFlZTkxYzg5XkEyXkFqcGc@._V1_.jpg
41,The Prestige,Rival 19th-century magicians engage in a bitter battle for trade secrets.,N/A,8.5,1527426,PG-13,"Drama, Mystery, Sci-Fi",PT2H10M,130,https://www.imdb.com/title/tt0482571/,tt0482571,https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_.jpg
42,American History X,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his foot...",N/A,8.5,1238580,R,"Crime, Drama",PT1H59M,119,https://www.imdb.com/title/tt0120586/,tt0120586,https://m.media-amazon.com/images/M/MV5BMzhiOTQ0NDItOTg0Zi00OGVmLWE0OGEtMTI4NDM0NWMxZWU4XkEyXkFqcGc@._V1_.jpg
43,Léon,An Italian hit man protects a New York orphan.,N/A,8.5,1311213,R,"Action, Crime, Drama",PT1H50M,110,https://www.imdb.com/title/tt0110413/,tt0110413,https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@._V1_.jpg
44,Spider-Man: Across the Spider-Verse,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",N/A,8.5,468091,PG,"Animation, Action, Adventure",PT2H20M,140,https://www.imdb.com/title/tt9362722/,tt9362722,https://m.media-amazon.com/images/M/MV5BNThiZjA3MjItZGY5Ni00ZmJhLWEwN2EtOTBlYTA4Y2E0M2ZmXkEyXkFqcGc@._V1_.jpg
45,Casablanca,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,N/A,8.5,636349,PG,"Drama, Romance, War",PT1H42M,102,https://www.imdb.com/title/tt0034583/,tt0034583,https://m.media-amazon.com/images/M/MV5BNWEzN2U1YTYtYTQyMS00NTVkLWE2NGQtZWFlMmM0MDNjMmRiXkEyXkFqcGc@._V1_.jpg
46,Nuovo Cinema Paradiso,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater&apos;s film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",N/A,8.5,304105,PG,"Drama, Romance",PT2H54M,174,https://www.imdb.com/title/tt0095765/,tt0095765,https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_.jpg
47,The Usual Suspects,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,N/A,8.5,1197434,R,"Crime, Drama, Mystery",PT1H46M,106,https://www.imdb.com/title/tt0114814/,tt0114814,https://m.media-amazon.com/images/M/MV5BOTE5MDUxZDUtZWZmZC00NDVmLWFhOGQtNWI2YTc4NzY3MGQ0XkEyXkFqcGc@._V1_.jpg
48,Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",N/A,8.5,986698,R,"Comedy, Drama",PT1H52M,112,https://www.imdb.com/title/tt1675434/,tt1675434,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg
49,Alien,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",N/A,8.5,1024053,R,"Horror, Sci-Fi",PT1H57M,117,https://www.imdb.com/title/tt0078748/,tt0078748,https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_.jpg
50,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,N/A,8.5,275242,G,"Comedy, Drama, Romance",PT1H27M,87,https://www.imdb.com/title/tt0027977/,tt0027977,https://m.media-amazon.com/images/M/MV5BODVkZGFhNGQtYjdiYi00Njc4LWFmYTItNTlmNzJjMTg1ZDc5XkEyXkFqcGc@._V1_.jpg
51,Rear Window,A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,N/A,8.5,551519,PG,"Drama, Mystery, Thriller",PT1H52M,112,https://www.imdb.com/title/tt0047396/,tt0047396,https://m.media-amazon.com/images/M/MV5BODZhOWI1ODgtMzdiOS00YjNkLTgwOGUtYmIyZDg5ZmQwMzQ1XkEyXkFqcGc@._V1_.jpg
52,C&apos;era una volta il West,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,N/A,8.5,371362,PG-13,"Drama, Western",PT2H46M,166,https://www.imdb.com/title/tt0064116/,tt0064116,https://m.media-amazon.com/images/M/MV5BZjYyNGY1MDEtN2I1MC00MGVhLTljZTYtODQ1NzQ0ODc2NzZlXkEyXkFqcGc@._V1_.jpg
53,Django Unchained,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",N/A,8.5,1806200,R,"Drama, Western",PT2H45M,165,https://www.imdb.com/title/tt1853728/,tt1853728,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_.jpg
54,City Lights,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",N/A,8.5,208562,G,"Comedy, Drama, Romance",PT1H27M,87,https://www.imdb.com/title/tt0021749/,tt0021749,https://m.media-amazon.com/images/M/MV5BM2U4NjgzODUtODkyOC00YTE2LTlhNTItYzFlYmM1NTEzZDA2XkEyXkFqcGc@._V1_.jpg
55,Apocalypse Now,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,N/A,8.4,747366,R,"Drama, Mystery, War",PT2H27M,147,https://www.imdb.com/title/tt0078788/,tt0078788,https://m.media-amazon.com/images/M/MV5BZDhiMTljYjYtODc1Yy00MmEwLTg2OTYtYmE1YTRmNDE4MmEwXkEyXkFqcGc@._V1_.jpg
56,WALL·E,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",N/A,8.4,1271309,G,"Animation, Adventure, Family",PT1H38M,98,https://www.imdb.com/title/tt0910970/,tt0910970,https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_.jpg
57,Memento,A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife&apos;s murderer.,N/A,8.4,1388757,R,"Drama, Mystery, Thriller",PT1H53M,113,https://www.imdb.com/title/tt0209144/,tt0209144,https://m.media-amazon.com/images/M/MV5BYmQ3MjliNjAtNWFiZS00YWI1LTlmZTktMzBiNDE1NjRhZjU0XkEyXkFqcGc@._V1_.jpg
58,Dune: Part Two,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible fu...",N/A,8.5,649629,PG-13,"Action, Adventure, Drama",PT2H46M,166,https://www.imdb.com/title/tt15239678/,tt15239678,https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@._V1_.jpg
59,Raiders of the Lost Ark,"In 1936, archaeologist Indiana Jones is tasked by Army Intelligence to help locate a legendary ancient power, the Ark of Covenant, before the Nazis get it first.",N/A,8.4,1081303,PG,"Action, Adventure",PT1H55M,115,https://www.imdb.com/title/tt0082971/,tt0082971,https://m.media-amazon.com/images/M/MV5BOGNhMjg2ZjgtYzk4Ni00MTViLTg1MmUtYzM2MDZiYjZlMmU3XkEyXkFqcGc@._V1_.jpg
60,Avengers: Infinity War,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,N/A,8.4,1301807,PG-13,"Action, Adventure, Sci-Fi",PT2H29M,149,https://www.imdb.com/title/tt4154756/,tt4154756,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg
61,Das Leben der Anderen,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",N/A,8.4,430390,R,"Drama, Mystery, Thriller",PT2H17M,137,https://www.imdb.com/title/tt0405094/,tt0405094,https://m.media-amazon.com/images/M/MV5BYjM1N2Q0YWEtN2E5MC00NDM3LTk2NTEtMTc1NTk5OTA5ZGIzXkEyXkFqcGc@._V1_.jpg
62,Sunset Boulevard,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,N/A,8.4,250727,Approved,"Drama, Film-Noir",PT1H50M,110,https://www.imdb.com/title/tt0043014/,tt0043014,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_.jpg
63,Spider-Man: Into the Spider-Verse,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,N/A,8.4,741193,PG,"Animation, Action, Adventure",PT1H57M,117,https://www.imdb.com/title/tt4633694/,tt4633694,https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_.jpg
64,Witness for the Prosecution,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,N/A,8.4,151798,Approved,"Crime, Drama, Mystery",PT1H56M,116,https://www.imdb.com/title/tt0051201/,tt0051201,https://m.media-amazon.com/images/M/MV5BNjRhNTQzMzQtMWViMi00ODQ1LTg0MTEtYWE4ZWZlYjM4YjJhXkEyXkFqcGc@._V1_.jpg
